年月,縣市,用電性質,售電量(度),用電佔比(%)
10808,彰化縣,工業,550477691,52.82
10808,南投縣,住宅,89084975,33.37
10808,南投縣,服務業,62753213,23.51
10808,南投縣,農林漁牧,9761260,3.66
10808,南投縣,工業,105335064,39.46
10808,雲林縣,住宅,124982955,24.64
10808,雲林縣,服務業,77963491,15.37
10808,雲林縣,農林漁牧,38659586,7.62
10808,雲林縣,工業,265731010,52.38
10808,嘉義縣,住宅,80379462,32.37
10808,嘉義縣,服務業,48616865,19.58
10808,嘉義縣,農林漁牧,26690636,10.75
10808,嘉義縣,工業,92629124,37.3
10808,屏東縣,住宅,146731126,35
10808,屏東縣,服務業,101422348,24.19
10808,屏東縣,農林漁牧,63462754,15.14
10808,屏東縣,工業,107629999,25.67
10808,台東縣,住宅,43413499,45.15
10808,台東縣,服務業,39433306,41.01
10808,台東縣,農林漁牧,2529784,2.63
10808,台東縣,工業,10772179,11.2
10808,花蓮縣,住宅,70653716,31.69
10808,花蓮縣,服務業,71216871,31.94
10808,花蓮縣,農林漁牧,2924369,1.31
10808,花蓮縣,工業,78166087,35.06
10808,基隆市,住宅,79426489,51.7
10808,基隆市,服務業,53631621,34.91
10808,基隆市,農林漁牧,17534,0.01
10808,基隆市,工業,20549511,13.38
10808,新竹市,住宅,101638189,10.75
10808,新竹市,服務業,122500842,12.96
10808,新竹市,農林漁牧,1055002,0.11
10808,新竹市,工業,719973124,76.17
10808,嘉義市,住宅,52984973,46.86
10808,嘉義市,服務業,50513975,44.68
10808,嘉義市,農林漁牧,705418,0.62
10808,嘉義市,工業,8863054,7.84
10808,澎湖縣,住宅,17491351,41.61
10808,澎湖縣,服務業,19556438,46.52
10808,澎湖縣,農林漁牧,438323,1.04
10808,澎湖縣,工業,4548482,10.82
10808,金門縣,住宅,11483985,40.68
10808,金門縣,服務業,12450778,44.1
10808,金門縣,農林漁牧,309601,1.1
10808,金門縣,工業,3988426,14.13
10808,連江縣,住宅,2506843,35.38
10808,連江縣,服務業,3798094,53.6
10808,連江縣,農林漁牧,13038,0.18
10808,連江縣,工業,767615,10.83
10807,新北市,住宅,768743328,40.08
10807,新北市,服務業,591312369,30.83
10807,新北市,農林漁牧,2660954,0.14
10807,新北市,工業,555166772,28.95
10807,台北市,住宅,496899546,32.85
10807,台北市,服務業,946659596,62.58
10807,台北市,農林漁牧,724884,0.05
10807,台北市,工業,68404624,4.52
10807,桃園市,住宅,364405230,14.83
10807,桃園市,服務業,428240237,17.43
10807,桃園市,農林漁牧,4191577,0.17
10807,桃園市,工業,1659969066,67.57
10807,台中市,住宅,535415787,19.11
10807,台中市,服務業,507071460,18.1
10807,台中市,農林漁牧,15852093,0.57
10807,台中市,工業,1743815200,62.23
10807,台南市,住宅,357858454,14.95
10807,台南市,服務業,292077950,12.2
10807,台南市,農林漁牧,33665270,1.41
10807,台南市,工業,1710062197,71.44
10807,高雄市,住宅,599074773,22.75
10807,高雄市,服務業,510450387,19.39
10807,高雄市,農林漁牧,20420490,0.78
10807,高雄市,工業,1503228326,57.09
10807,宜蘭縣,住宅,77358974,25.36
10807,宜蘭縣,服務業,79475018,26.06
10807,宜蘭縣,農林漁牧,7155023,2.35
10807,宜蘭縣,工業,141028188,46.24
10807,新竹縣,住宅,98486946,11.28
10807,新竹縣,服務業,90064625,10.31
10807,新竹縣,農林漁牧,1849419,0.21
10807,新竹縣,工業,682887320,78.2
10807,苗栗縣,住宅,98245698,16.34
10807,苗栗縣,服務業,68372336,11.37
10807,苗栗縣,農林漁牧,2940775,0.49
10807,苗栗縣,工業,431760750,71.8
10807,彰化縣,住宅,208783381,20.8
10807,彰化縣,服務業,190292469,18.96
10807,彰化縣,農林漁牧,42794255,4.26
10807,彰化縣,工業,561838730,55.98
10807,南投縣,住宅,66255147,27.86
10807,南投縣,服務業,57102843,24.01
10807,南投縣,農林漁牧,8545657,3.59
10807,南投縣,工業,105885021,44.53
10807,雲林縣,住宅,119485954,24
10807,雲林縣,服務業,81441845,16.36
10807,雲林縣,農林漁牧,34988798,7.03
10807,雲林縣,工業,262025865,52.62
10807,嘉義縣,住宅,83334043,33.21
10807,嘉義縣,服務業,51773645,20.63
10807,嘉義縣,農林漁牧,24031609,9.58
10807,嘉義縣,工業,91806741,36.58
10807,屏東縣,住宅,158128706,36.71
10807,屏東縣,服務業,102774749,23.86
10807,屏東縣,農林漁牧,61244285,14.22
10807,屏東縣,工業,108547897,25.2
10807,台東縣,住宅,33328061,39.43
10807,台東縣,服務業,37742967,44.65
10807,台東縣,農林漁牧,2091641,2.47
10807,台東縣,工業,11366110,13.45
10807,花蓮縣,住宅,54319399,25.92
10807,花蓮縣,服務業,70005046,33.4
10807,花蓮縣,農林漁牧,2445685,1.17
10807,花蓮縣,工業,82799686,39.51
10807,基隆市,住宅,56007848,43.97
10807,基隆市,服務業,51021238,40.06
10807,基隆市,農林漁牧,10823,0.01
10807,基隆市,工業,20332309,15.96
10807,新竹市,住宅,95149736,10.19
10807,新竹市,服務業,121589270,13.02
10807,新竹市,農林漁牧,895653,0.1
10807,新竹市,工業,716370462,76.7
10807,嘉義市,住宅,49094820,44.58
10807,嘉義市,服務業,52492425,47.66
10807,嘉義市,農林漁牧,615727,0.56
10807,嘉義市,工業,7926820,7.2
10807,澎湖縣,住宅,18442168,40.65
10807,澎湖縣,服務業,22009483,48.52
10807,澎湖縣,農林漁牧,389122,0.86
10807,澎湖縣,工業,4524633,9.97
10807,金門縣,住宅,11578871,39.35
10807,金門縣,服務業,13336942,45.32
10807,金門縣,農林漁牧,253773,0.86
10807,金門縣,工業,4258987,14.47
10807,連江縣,住宅,2574040,39.26
10807,連江縣,服務業,3284348,50.1
10807,連江縣,農林漁牧,10125,0.15
10807,連江縣,工業,687268,10.48
10806,新北市,住宅,645308144,38.28
10806,新北市,服務業,531211990,31.51
10806,新北市,農林漁牧,2481938,0.15
10806,新北市,工業,506702224,30.06
10806,台北市,住宅,406626583,30.96
10806,台北市,服務業,851099023,64.79
10806,台北市,農林漁牧,664876,0.05
10806,台北市,工業,55141444,4.2
10806,桃園市,住宅,389617192,16.57
10806,桃園市,服務業,402040745,17.1
10806,桃園市,農林漁牧,4208559,0.18
10806,桃園市,工業,1555483635,66.15
10806,台中市,住宅,475572797,18.31
10806,台中市,服務業,476542503,18.35
10806,台中市,農林漁牧,14785102,0.57
10806,台中市,工業,1629781609,62.76
10806,台南市,住宅,327959291,14.46
10806,台南市,服務業,290022026,12.79
10806,台南市,農林漁牧,33518607,1.48
10806,台南市,工業,1616069801,71.27
10806,高雄市,住宅,424730491,17.61
10806,高雄市,服務業,502708461,20.84
10806,高雄市,農林漁牧,20392283,0.85
10806,高雄市,工業,1463829384,60.7
10806,宜蘭縣,住宅,71026973,25.67
10806,宜蘭縣,服務業,69482954,25.11
10806,宜蘭縣,農林漁牧,6372515,2.3
10806,宜蘭縣,工業,129819423,46.92
10806,新竹縣,住宅,99092050,11.85
10806,新竹縣,服務業,89292893,10.68
10806,新竹縣,農林漁牧,1567008,0.19
10806,新竹縣,工業,646130857,77.28
10806,苗栗縣,住宅,74964881,13.76
10806,苗栗縣,服務業,62029239,11.39
10806,苗栗縣,農林漁牧,2669297,0.49
10806,苗栗縣,工業,405066792,74.36
10806,彰化縣,住宅,192583599,20.35
10806,彰化縣,服務業,189008656,19.97
10806,彰化縣,農林漁牧,40790878,4.31
10806,彰化縣,工業,524112277,55.37
10806,南投縣,住宅,78315347,32.34
10806,南投縣,服務業,58602528,24.2
10806,南投縣,農林漁牧,8446244,3.49
10806,南投縣,工業,96795157,39.97
10806,雲林縣,住宅,110262164,23.52
10806,雲林縣,服務業,74659839,15.93
10806,雲林縣,農林漁牧,33521307,7.15
10806,雲林縣,工業,250291405,53.4
10806,嘉義縣,住宅,71171508,30.76
10806,嘉義縣,服務業,49583280,21.43
10806,嘉義縣,農林漁牧,23772703,10.28
10806,嘉義縣,工業,86825970,37.53
10806,屏東縣,住宅,133177972,33.55
10806,屏東縣,服務業,100761977,25.38
10806,屏東縣,農林漁牧,62712896,15.8
10806,屏東縣,工業,100326980,25.27
10806,台東縣,住宅,34537441,42.44
10806,台東縣,服務業,34600122,42.52
10806,台東縣,農林漁牧,1986404,2.44
10806,台東縣,工業,10252725,12.6
10806,花蓮縣,住宅,54137967,26.67
10806,花蓮縣,服務業,64527280,31.79
10806,花蓮縣,農林漁牧,1764179,0.87
10806,花蓮縣,工業,82563360,40.67
10806,基隆市,住宅,57306977,46.84
10806,基隆市,服務業,46525769,38.03
10806,基隆市,農林漁牧,14232,0.01
10806,基隆市,工業,18492170,15.12
10806,新竹市,住宅,72911212,8.46
10806,新竹市,服務業,111405800,12.92
10806,新竹市,農林漁牧,868394,0.1
10806,新竹市,工業,677004088,78.52
10806,嘉義市,住宅,43387475,43.62
10806,嘉義市,服務業,47815017,48.07
10806,嘉義市,農林漁牧,624257,0.63
10806,嘉義市,工業,7638479,7.68
10806,澎湖縣,住宅,14054551,37.87
10806,澎湖縣,服務業,18307999,49.33
10806,澎湖縣,農林漁牧,365348,0.98
10806,澎湖縣,工業,4387642,11.82
10806,金門縣,住宅,8842836,36.48
10806,金門縣,服務業,11034751,45.52
10806,金門縣,農林漁牧,245035,1.01
10806,金門縣,工業,4117671,16.99
10806,連江縣,住宅,1960090,34.26
10806,連江縣,服務業,3084786,53.92
10806,連江縣,農林漁牧,8917,0.16
10806,連江縣,工業,667653,11.67
10805,新北市,住宅,592465985,35.96
10805,新北市,服務業,531832311,32.28
10805,新北市,農林漁牧,2384090,0.14
10805,新北市,工業,520726170,31.61
10805,台北市,住宅,383138279,30.08
10805,台北市,服務業,828124754,65.01
10805,台北市,農林漁牧,642721,0.05
10805,台北市,工業,61966031,4.86
10805,桃園市,住宅,308644435,13.44
10805,桃園市,服務業,375175763,16.33
10805,桃園市,農林漁牧,3486935,0.15
10805,桃園市,工業,1609737151,70.08
10805,台中市,住宅,437401515,16.69
10805,台中市,服務業,474495654,18.1
10805,台中市,農林漁牧,13817713,0.53
10805,台中市,工業,1695447660,64.68
10805,台南市,住宅,285249576,12.63
10805,台南市,服務業,277625554,12.29
10805,台南市,農林漁牧,30664730,1.36
10805,台南市,工業,1665316685,73.72
10805,高雄市,住宅,473908004,18.84
10805,高雄市,服務業,495180673,19.69
10805,高雄市,農林漁牧,20397123,0.81
10805,高雄市,工業,1525951460,60.66
10805,宜蘭縣,住宅,64921302,24.04
10805,宜蘭縣,服務業,70712953,26.19
10805,宜蘭縣,農林漁牧,6008333,2.23
10805,宜蘭縣,工業,128379414,47.54
10805,新竹縣,住宅,81583102,10.11
10805,新竹縣,服務業,80524611,9.98
10805,新竹縣,農林漁牧,1552833,0.19
10805,新竹縣,工業,643535208,79.72
10805,苗栗縣,住宅,78213178,13.29
10805,苗栗縣,服務業,61000439,10.37
10805,苗栗縣,農林漁牧,2395051,0.41
10805,苗栗縣,工業,446721630,75.93
10805,彰化縣,住宅,179147301,18.8
10805,彰化縣,服務業,180469413,18.94
10805,彰化縣,農林漁牧,38049586,3.99
10805,彰化縣,工業,555372449,58.27
10805,南投縣,住宅,61884870,27.43
10805,南投縣,服務業,55483327,24.6
10805,南投縣,農林漁牧,8516059,3.78
10805,南投縣,工業,99689547,44.19
10805,雲林縣,住宅,105560118,22.18
10805,雲林縣,服務業,76060729,15.98
10805,雲林縣,農林漁牧,32609234,6.85
10805,雲林縣,工業,261666259,54.98
10805,嘉義縣,住宅,71458379,30.32
10805,嘉義縣,服務業,49468577,20.99
10805,嘉義縣,農林漁牧,22830846,9.69
10805,嘉義縣,工業,91888236,38.99
10805,屏東縣,住宅,134476695,32.99
10805,屏東縣,服務業,102388949,25.12
10805,屏東縣,農林漁牧,63827359,15.66
10805,屏東縣,工業,106918723,26.23
10805,台東縣,住宅,28990223,38.79
10805,台東縣,服務業,32450181,43.42
10805,台東縣,農林漁牧,2147737,2.87
10805,台東縣,工業,11153247,14.92
10805,花蓮縣,住宅,46700335,24.06
10805,花蓮縣,服務業,63068408,32.49
10805,花蓮縣,農林漁牧,1827471,0.94
10805,花蓮縣,工業,82527694,42.51
10805,基隆市,住宅,47443380,42.91
10805,基隆市,服務業,44803108,40.52
10805,基隆市,農林漁牧,10134,0.01
10805,基隆市,工業,18300798,16.55
10805,新竹市,住宅,73813092,8.58
10805,新竹市,服務業,106943237,12.43
10805,新竹市,農林漁牧,797978,0.09
10805,新竹市,工業,678545629,78.89
10805,嘉義市,住宅,39114602,40.79
10805,嘉義市,服務業,48485794,50.57
10805,嘉義市,農林漁牧,581137,0.61
10805,嘉義市,工業,7705107,8.04
10805,澎湖縣,住宅,14115579,37.95
10805,澎湖縣,服務業,18438330,49.57
10805,澎湖縣,農林漁牧,327110,0.88
10805,澎湖縣,工業,4317979,11.61
10805,金門縣,住宅,9935579,39.55
10805,金門縣,服務業,11192194,44.55
10805,金門縣,農林漁牧,219761,0.87
10805,金門縣,工業,3774619,15.03
10805,連江縣,住宅,2341821,40.8
10805,連江縣,服務業,2762344,48.12
10805,連江縣,農林漁牧,8921,0.16
10805,連江縣,工業,626927,10.92
10804,新北市,住宅,549619279,37.18
10804,新北市,服務業,446742619,30.22
10804,新北市,農林漁牧,2117747,0.14
10804,新北市,工業,479813022,32.46
10804,台北市,住宅,334554739,30.21
10804,台北市,服務業,722818693,65.27
10804,台北市,農林漁牧,539708,0.05
10804,台北市,工業,49588433,4.48
10804,桃園市,住宅,354120795,15.95
10804,桃園市,服務業,343547014,15.48
10804,桃園市,農林漁牧,3404570,0.15
10804,桃園市,工業,1518537054,68.41
10804,台中市,住宅,397906146,16.43
10804,台中市,服務業,410763389,16.96
10804,台中市,農林漁牧,13117755,0.54
10804,台中市,工業,1600696685,66.08
10804,台南市,住宅,260990860,12.39
10804,台南市,服務業,249726160,11.86
10804,台南市,農林漁牧,27162608,1.29
10804,台南市,工業,1568129952,74.46
10804,高雄市,住宅,327897986,14.3
10804,高雄市,服務業,442242654,19.28
10804,高雄市,農林漁牧,19555013,0.85
10804,高雄市,工業,1503932534,65.57
10804,宜蘭縣,住宅,63727933,26.08
10804,宜蘭縣,服務業,60339276,24.7
10804,宜蘭縣,農林漁牧,5080963,2.08
10804,宜蘭縣,工業,115184594,47.14
10804,新竹縣,住宅,87195741,11.26
10804,新竹縣,服務業,76188793,9.84
10804,新竹縣,農林漁牧,1210565,0.16
10804,新竹縣,工業,609664802,78.74
10804,苗栗縣,住宅,64606877,11.72
10804,苗栗縣,服務業,53382221,9.68
10804,苗栗縣,農林漁牧,2294408,0.42
10804,苗栗縣,工業,431112675,78.19
10804,彰化縣,住宅,168998892,18.96
10804,彰化縣,服務業,169467832,19.02
10804,彰化縣,農林漁牧,33208989,3.73
10804,彰化縣,工業,519488226,58.29
10804,南投縣,住宅,71666815,31.38
10804,南投縣,服務業,53049948,23.23
10804,南投縣,農林漁牧,8155928,3.57
10804,南投縣,工業,95475728,41.81
10804,雲林縣,住宅,96738582,22.08
10804,雲林縣,服務業,64737096,14.78
10804,雲林縣,農林漁牧,28987331,6.62
10804,雲林縣,工業,247656826,56.53
10804,嘉義縣,住宅,61637307,28.81
10804,嘉義縣,服務業,4321119,20.2
10804,嘉義縣,農林漁牧,19329174,9.03
10804,嘉義縣,工業,89751513,41.95
10804,屏東縣,住宅,109461541,30.49
10804,屏東縣,服務業,90969958,25.34
10804,屏東縣,農林漁牧,59909226,16.69
10804,屏東縣,工業,98629581,27.48
10804,台東縣,住宅,30550436,42.09
10804,台東縣,服務業,29850520,41.13
10804,台東縣,農林漁牧,1877096,2.59
10804,台東縣,工業,10303631,14.2
10804,花蓮縣,住宅,48676182,25.62
10804,花蓮縣,服務業,57306949,30.16
10804,花蓮縣,農林漁牧,1614529,0.85
10804,花蓮縣,工業,82392082,43.37
10804,基隆市,住宅,55234582,49.1
10804,基隆市,服務業,39793708,35.37
10804,基隆市,農林漁牧,12688,0.01
10804,基隆市,工業,17462265,15.52
10804,新竹市,住宅,61153691,7.58
10804,新竹市,服務業,95456060,11.84
10804,新竹市,農林漁牧,779998,0.1
10804,新竹市,工業,649043734,80.48
10804,嘉義市,住宅,35378510,42.35
10804,嘉義市,服務業,40493065,48.48
10804,嘉義市,農林漁牧,553767,0.66
10804,嘉義市,工業,7104518,8.51
10804,澎湖縣,住宅,12026902,39.58
10804,澎湖縣,服務業,14251861,46.9
10804,澎湖縣,農林漁牧,291210,0.96
10804,澎湖縣,工業,3816950,12.56
10804,金門縣,住宅,8415651,41.61
10804,金門縣,服務業,8944095,44.22
10804,金門縣,農林漁牧,203791,1.01
10804,金門縣,工業,2662285,13.16
10804,連江縣,住宅,1889146,36.8
10804,連江縣,服務業,2630292,51.23
10804,連江縣,農林漁牧,7118,0.14
10804,連江縣,工業,607539,11.83
10803,新北市,住宅,557974921,37.66
10803,新北市,服務業,450136489,30.38
10803,新北市,農林漁牧,2074939,0.14
10803,新北市,工業,471521449,31.82
10803,台北市,住宅,353535732,32.06
10803,台北市,服務業,695577522,63.08
10803,台北市,農林漁牧,542609,0.05
10803,台北市,工業,52969004,4.8
10803,桃園市,住宅,305723767,14.23
10803,桃園市,服務業,319247046,14.86
10803,桃園市,農林漁牧,2923947,0.14
10803,桃園市,工業,1520481195,70.77
10803,台中市,住宅,401601395,16.51
10803,台中市,服務業,400373949,16.46
10803,台中市,農林漁牧,12429337,0.51
10803,台中市,工業,1618167280,66.52
10803,台南市,住宅,259582634,12.52
10803,台南市,服務業,234949865,11.33
10803,台南市,農林漁牧,24600839,1.19
10803,台南市,工業,1554439764,74.96
10803,高雄市,住宅,413224836,17.44
10803,高雄市,服務業,423430400,17.87
10803,高雄市,農林漁牧,19424809,0.82
10803,高雄市,工業,1513768210,63.88
10803,宜蘭縣,住宅,63130953,23.96
10803,宜蘭縣,服務業,61828811,23.47
10803,宜蘭縣,農林漁牧,4557949,1.73
10803,宜蘭縣,工業,133946429,50.84
10803,新竹縣,住宅,79033184,10.46
10803,新竹縣,服務業,70246161,9.3
10803,新竹縣,農林漁牧,1278294,0.17
10803,新竹縣,工業,604853591,80.07
10803,苗栗縣,住宅,74585402,14
10803,苗栗縣,服務業,52723859,9.9
10803,苗栗縣,農林漁牧,2130755,0.4
10803,苗栗縣,工業,403297626,75.7
10803,彰化縣,住宅,170627516,19.37
10803,彰化縣,服務業,161563476,18.34
10803,彰化縣,農林漁牧,30766195,3.49
10803,彰化縣,工業,517891660,58.79
10803,南投縣,住宅,59641299,28.52
10803,南投縣,服務業,49973604,23.89
10803,南投縣,農林漁牧,7561715,3.62
10803,南投縣,工業,91967039,43.97
10803,雲林縣,住宅,97559360,22.28
10803,雲林縣,服務業,65628534,14.99
10803,雲林縣,農林漁牧,27991472,6.39
10803,雲林縣,工業,246614708,56.33
10803,嘉義縣,住宅,68428877,30.41
10803,嘉義縣,服務業,41774175,18.56
10803,嘉義縣,農林漁牧,19267173,8.56
10803,嘉義縣,工業,95550248,42.46
10803,屏東縣,住宅,120909249,33.16
10803,屏東縣,服務業,89655936,24.59
10803,屏東縣,農林漁牧,58171373,15.95
10803,屏東縣,工業,95930546,26.31
10803,台東縣,住宅,27905907,39.99
10803,台東縣,服務業,28933140,41.47
10803,台東縣,農林漁牧,2040931,2.92
10803,台東縣,工業,10895874,15.62
10803,花蓮縣,住宅,44328931,24.28
10803,花蓮縣,服務業,56384407,30.89
10803,花蓮縣,農林漁牧,1597015,0.87
10803,花蓮縣,工業,80230366,43.95
10803,基隆市,住宅,48228844,46.83
10803,基隆市,服務業,38081609,36.98
10803,基隆市,農林漁牧,9044,0.01
10803,基隆市,工業,16667263,16.18
10803,新竹市,住宅,69513234,8.68
10803,新竹市,服務業,90656177,11.32
10803,新竹市,農林漁牧,696194,0.09
10803,新竹市,工業,640257597,79.92
10803,嘉義市,住宅,35728025,42.92
10803,嘉義市,服務業,40155877,48.24
10803,嘉義市,農林漁牧,501053,0.6
10803,嘉義市,工業,6848930,8.23
10803,澎湖縣,住宅,13311368,41.31
10803,澎湖縣,服務業,14889871,46.21
10803,澎湖縣,農林漁牧,297675,0.92
10803,澎湖縣,工業,3722772,11.55
10803,金門縣,住宅,10171530,45.95
10803,金門縣,服務業,9472468,42.8
10803,金門縣,農林漁牧,201574,0.91
10803,金門縣,工業,2288941,10.34
10803,連江縣,住宅,2451980,43.94
10803,連江縣,服務業,2504506,44.88
10803,連江縣,農林漁牧,5592,0.1
10803,連江縣,工業,618699,11.09
10802,新北市,住宅,552182772,41.04
10802,新北市,服務業,402700480,29.93
10802,新北市,農林漁牧,2102209,0.16
10802,新北市,工業,388499754,28.87
10802,台北市,住宅,338095776,33.92
10802,台北市,服務業,615405369,61.74
10802,台北市,農林漁牧,465516,0.05
10802,台北市,工業,42855962,4.3
10802,桃園市,住宅,356089544,18.7
10802,桃園市,服務業,298705247,15.68
10802,桃園市,農林漁牧,3246549,0.17
10802,桃園市,工業,1246679977,65.45
10802,台中市,住宅,396046056,18.63
10802,台中市,服務業,364711790,17.16
10802,台中市,農林漁牧,12005230,0.56
10802,台中市,工業,1352950122,63.65
10802,台南市,住宅,258971782,14.2
10802,台南市,服務業,223961814,12.28
10802,台南市,農林漁牧,25828724,1.42
10802,台南市,工業,1314936931,72.1
10802,高雄市,住宅,322525419,16
10802,高雄市,服務業,381673495,18.93
10802,高雄市,農林漁牧,18728915,0.93
10802,高雄市,工業,1293254378,64.14
10802,宜蘭縣,住宅,66937576,30.87
10802,宜蘭縣,服務業,54467131,25.12
10802,宜蘭縣,農林漁牧,4180100,1.93
10802,宜蘭縣,工業,91221815,42.08
10802,新竹縣,住宅,85689623,12.7
10802,新竹縣,服務業,69627047,10.32
10802,新竹縣,農林漁牧,1151768,0.17
10802,新竹縣,工業,518283629,76.81
10802,苗栗縣,住宅,64397131,14.67
10802,苗栗縣,服務業,47564601,10.83
10802,苗栗縣,農林漁牧,1985753,0.45
10802,苗栗縣,工業,325134934,74.05
10802,彰化縣,住宅,164535647,21.77
10802,彰化縣,服務業,152980514,20.24
10802,彰化縣,農林漁牧,30063351,3.98
10802,彰化縣,工業,408377414,54.02
10802,南投縣,住宅,69352581,35.45
10802,南投縣,服務業,47456922,24.26
10802,南投縣,農林漁牧,8121976,4.15
10802,南投縣,工業,70676375,36.13
10802,雲林縣,住宅,90703742,23.81
10802,雲林縣,服務業,56061513,14.72
10802,雲林縣,農林漁牧,27735842,7.28
10802,雲林縣,工業,206473734,54.2
10802,嘉義縣,住宅,60777465,33.15
10802,嘉義縣,服務業,36473132,19.89
10802,嘉義縣,農林漁牧,19130893,10.43
10802,嘉義縣,工業,66978888,36.53
10802,屏東縣,住宅,107001042,33.03
10802,屏東縣,服務業,80793817,24.94
10802,屏東縣,農林漁牧,58950477,18.2
10802,屏東縣,工業,77227796,23.84
10802,台東縣,住宅,30391231,44.82
10802,台東縣,服務業,26345076,38.85
10802,台東縣,農林漁牧,1839097,2.71
10802,台東縣,工業,9231685,13.61
10802,花蓮縣,住宅,49231747,27.8
10802,花蓮縣,服務業,51260880,28.95
10802,花蓮縣,農林漁牧,1478567,0.83
10802,花蓮縣,工業,75122187,42.42
10802,基隆市,住宅,54577151,52.81
10802,基隆市,服務業,34384357,33.27
10802,基隆市,農林漁牧,12973,0.01
10802,基隆市,工業,14369785,13.9
10802,新竹市,住宅,61821817,8.64
10802,新竹市,服務業,79042434,11.05
10802,新竹市,農林漁牧,718003,0.1
10802,新竹市,工業,573807193,80.21
10802,嘉義市,住宅,35389709,45.81
10802,嘉義市,服務業,35322738,45.73
10802,嘉義市,農林漁牧,608524,0.79
10802,嘉義市,工業,5928344,7.67
10802,澎湖縣,住宅,11608353,41.96
10802,澎湖縣,服務業,12278024,44.38
10802,澎湖縣,農林漁牧,317460,1.15
10802,澎湖縣,工業,3462711,12.52
10802,金門縣,住宅,8510483,45.99
10802,金門縣,服務業,7762524,41.95
10802,金門縣,農林漁牧,218103,1.18
10802,金門縣,工業,2014397,10.89
10802,連江縣,住宅,2081052,39.13
10802,連江縣,服務業,2667450,50.15
10802,連江縣,農林漁牧,6646,0.12
10802,連江縣,工業,563558,10.6
10801,新北市,住宅,553429935,36.65
10801,新北市,服務業,487093470,32.26
10801,新北市,農林漁牧,2321776,0.15
10801,新北市,工業,467165077,30.94
10801,台北市,住宅,358179967,31.66
10801,台北市,服務業,714973678,63.2
10801,台北市,農林漁牧,543048,0.05
10801,台北市,工業,57513110,5.08
10801,桃園市,住宅,293209109,13.45
10801,桃園市,服務業,367476595,16.85
10801,桃園市,農林漁牧,3029985,0.14
10801,桃園市,工業,1516634248,69.56
10801,台中市,住宅,402854536,16.69
10801,台中市,服務業,425589299,17.63
10801,台中市,農林漁牧,12931669,0.54
10801,台中市,工業,1573093523,65.15
10801,台南市,住宅,259323202,12.47
10801,台南市,服務業,323935059,15.57
10801,台南市,農林漁牧,26552166,1.28
10801,台南市,工業,1470104316,70.68
10801,高雄市,住宅,431364517,18.15
10801,高雄市,服務業,435363718,18.32
10801,高雄市,農林漁牧,19663015,0.83
10801,高雄市,工業,1490493841,62.71
10801,宜蘭縣,住宅,62690453,23.82
10801,宜蘭縣,服務業,65580386,24.92
10801,宜蘭縣,農林漁牧,4252705,1.62
10801,宜蘭縣,工業,130611488,49.64
10801,新竹縣,住宅,75670638,10.04
10801,新竹縣,服務業,86262679,11.45
10801,新竹縣,農林漁牧,1339515,0.18
10801,新竹縣,工業,590315008,78.33
10801,苗栗縣,住宅,72468036,14.06
10801,苗栗縣,服務業,57372175,11.13
10801,苗栗縣,農林漁牧,1995948,0.39
10801,苗栗縣,工業,383542893,74.42
10801,彰化縣,住宅,163665818,18.79
10801,彰化縣,服務業,175026586,20.09
10801,彰化縣,農林漁牧,30901033,3.55
10801,彰化縣,工業,501612058,57.58
10801,南投縣,住宅,58752131,27.88
10801,南投縣,服務業,53836693,25.55
10801,南投縣,農林漁牧,8051651,3.82
10801,南投縣,工業,90101948,42.75
10801,雲林縣,住宅,91036914,21.25
10801,雲林縣,服務業,67761517,15.81
10801,雲林縣,農林漁牧,26146359,6.1
10801,雲林縣,工業,243557257,56.84
10801,嘉義縣,住宅,64790187,31.01
10801,嘉義縣,服務業,42671939,20.43
10801,嘉義縣,農林漁牧,17391861,8.33
10801,嘉義縣,工業,84052989,40.23
10801,屏東縣,住宅,122217102,33.15
10801,屏東縣,服務業,91179258,24.73
10801,屏東縣,農林漁牧,58857419,15.97
10801,屏東縣,工業,96393069,26.15
10801,台東縣,住宅,27487368,40.37
10801,台東縣,服務業,27792849,40.82
10801,台東縣,農林漁牧,1778052,2.61
10801,台東縣,工業,11035615,16.21
10801,花蓮縣,住宅,43755366,24.38
10801,花蓮縣,服務業,82149589,45.77
10801,花蓮縣,農林漁牧,1472779,0.82
10801,花蓮縣,工業,52087368,29.02
10801,基隆市,住宅,45491581,44.53
10801,基隆市,服務業,41268324,40.39
10801,基隆市,農林漁牧,7797,0.01
10801,基隆市,工業,15397021,15.07
10801,新竹市,住宅,68493095,8.65
10801,新竹市,服務業,91720861,11.58
10801,新竹市,農林漁牧,702100,0.09
10801,新竹市,工業,631074774,79.68
10801,嘉義市,住宅,35751603,42.54
10801,嘉義市,服務業,40825582,48.57
10801,嘉義市,農林漁牧,500654,0.6
10801,嘉義市,工業,6973446,8.3
10801,澎湖縣,住宅,13280256,40.48
10801,澎湖縣,服務業,15557824,47.42
10801,澎湖縣,農林漁牧,319018,0.97
10801,澎湖縣,工業,3652499,11.13
10801,金門縣,住宅,9259756,43.73
10801,金門縣,服務業,9312642,43.98
10801,金門縣,農林漁牧,197064,0.93
10801,金門縣,工業,2406267,11.36
10801,連江縣,住宅,2393610,42.29
10801,連江縣,服務業,2656475,46.94
10801,連江縣,農林漁牧,6144,0.11
10801,連江縣,工業,603486,10.66
